brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,description
Toyota,Sequoia SR5,2007,136000,Petrol,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,0,Yes,12500,Toyota Sequoia SR5 Petrol 273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Automatic car 2007
Lexus,IS 350 F Sport,2021,26800,Petrol,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,0,Yes,44000,Lexus IS 350 F Sport Petrol 311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Black Automatic car 2021
Tesla,Model Y Performance,2022,30000,Unknown,455.0HP Electric Motor Electric Fuel System,Automatic,White,White,0,Yes,51999,Tesla Model Y Performance Unknown 455.0HP Electric Motor Electric Fuel System Interior color: White exterior color: White Automatic car 2022
Dodge,Challenger SRT8,2008,251634,Petrol,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,10500,Dodge Challenger SRT8 Petrol 425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2008
Chrysler,300 Touring,2005,119000,Petrol,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,0,Yes,3500,Chrysler 300 Touring Petrol 250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Blue Automatic car 2005
Cadillac,Escalade Sport Platinum,2021,28121,Petrol,6.2L V8 16V GDI OHV,Automatic,Black Raven,Jet Black,0,No,89000,Cadillac Escalade Sport Platinum Petrol 6.2L V8 16V GDI OHV Interior color: Jet Black exterior color: Black Raven Automatic car 2021
Chrysler,Town & Country Touring,2009,111000,Petrol,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,0,Yes,7900,Chrysler Town & Country Touring Petrol 197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Blue Automatic car 2009
Mazda,CX-5 Touring,2016,116500,Petrol,2.5L I4 16V GDI DOHC,Automatic,Blue Reflex Mica,Black,0,Yes,14311,Mazda CX-5 Touring Petrol 2.5L I4 16V GDI DOHC Interior color: Black exterior color: Blue Reflex Mica Automatic car 2016
Acura,TL 3.2,2005,199296,Petrol,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,0,Yes,4900,Acura TL 3.2 Petrol 270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Black Automatic car 2005
Chevrolet,Corvette Z06 w/2LZ,2023,202,Petrol,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,0,Yes,179000,Chevrolet Corvette Z06 w/2LZ Petrol 670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: White Automatic car 2023
Tesla,Model Y Performance,2021,11200,Unknown,455.0HP Electric Motor Electric Fuel System,Automatic,White,Black,0,Yes,47500,Tesla Model Y Performance Unknown 455.0HP Electric Motor Electric Fuel System Interior color: Black exterior color: White Automatic car 2021
Volvo,XC40 T5 Momentum,2020,56536,Petrol,2.0L I4 16V GDI DOHC Turbo,Automatic,White,Charcoal,0,No,26599,Volvo XC40 T5 Momentum Petrol 2.0L I4 16V GDI DOHC Turbo Interior color: Charcoal exterior color: White Automatic car 2020
Chevrolet,Camaro 2SS,2016,49600,Petrol,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,32500,Chevrolet Camaro 2SS Petrol 455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2016
Acura,TLX Type S PMC Edition,2023,13600,Petrol,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,0,Yes,65000,Acura TLX Type S PMC Edition Petrol 355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Blue Automatic car 2023
Volkswagen,Eos 2.0T,2007,59700,Petrol,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,0,Yes,10000,Volkswagen Eos 2.0T Petrol 200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Blue Automatic car 2007
Dodge,Charger R/T Scat Pack,2018,19000,Petrol,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Purple,Gray,0,Yes,44888,Dodge Charger R/T Scat Pack Petrol 485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Purple Automatic car 2018
Chevrolet,Corvette Z06,2002,17300,Petrol,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,0,Yes,33999,Chevrolet Corvette Z06 Petrol 405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Manual car 2002
Mercedes-Benz,CLA-Class CLA 250,2014,91140,Petrol,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,13500,Mercedes-Benz CLA-Class CLA 250 Petrol 208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2014
BMW,M5 Base,2015,33000,Petrol,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,65000,BMW M5 Base Petrol 560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2015
Jeep,Wrangler Unlimited Sport,2019,52775,Petrol,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,39799,Jeep Wrangler Unlimited Sport Petrol 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2019
Mitsubishi,Lancer Sportback ES,2011,113000,Petrol,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,White,Black,0,Yes,5800,Mitsubishi Lancer Sportback ES Petrol 148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Manual car 2011
Porsche,Macan Base,2022,13000,Petrol,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,0,Yes,60000,Porsche Macan Base Petrol 261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Automatic car 2022
Mercedes-Benz,CLK-Class CLK 350,2009,77925,Petrol,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,16500,Mercedes-Benz CLK-Class CLK 350 Petrol 268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2009
Dodge,Challenger SRT8,2011,106500,Unknown,–,Automatic,White,White,1,Yes,22500,Dodge Challenger SRT8 Unknown – Interior color: White exterior color: White Automatic car 2011
Mazda,Mazda3 Grand Touring,2018,15175,Petrol,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl Metallic,Parchment,1,No,19212,Mazda Mazda3 Grand Touring Petrol 2.5L I4 16V GDI DOHC Interior color: Parchment exterior color: Snowflake White Pearl Metallic Automatic car 2018
Audi,A3 2.0T Premium,2017,137000,Petrol,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,0,Yes,10995,Audi A3 2.0T Premium Petrol 186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2017
BMW,528 i,2015,111000,Petrol,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,–,1,Yes,15000,BMW 528 i Petrol 240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: – exterior color: Gray Automatic car 2015
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208,Petrol,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,62425,Land Rover Range Rover 3.0L V6 Supercharged HSE Petrol 380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2019
Audi,S5 3.0T Prestige,2018,44000,Petrol,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,39000,Audi S5 3.0T Prestige Petrol 354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2018
Porsche,718 Boxster Base,2017,26000,Petrol,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,45500,Porsche 718 Boxster Base Petrol 300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2017
Chevrolet,Corvette Stingray w/2LT,2020,1800,Petrol,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,76000,Chevrolet Corvette Stingray w/2LT Petrol 490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2020
Lamborghini,Urus Pearl Capsule,2021,3771,Petrol,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Grigio Nimbus,Bianco Polar,0,No,259991,"Lamborghini Urus Pearl Capsule Petrol 4L V-8 gasoline direct injection, DOHC, variable valve control, Interior color: Bianco Polar exterior color: Grigio Nimbus Automatic car 2021"
Maserati,Quattroporte S,2012,50000,Petrol,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,26497,Maserati Quattroporte S Petrol 425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2012
Subaru,Impreza 2.0i,2018,93000,Petrol,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Unknown,Silver,Black,1,Yes,16000,Subaru Impreza 2.0i Petrol 152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Unknown car 2018
Mercedes-Benz,AMG GT C,2020,15000,Petrol,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,129000,Mercedes-Benz AMG GT C Petrol 550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2020
Mazda,Mazda6 i Touring,2016,119500,Petrol,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,15000,Mazda Mazda6 i Touring Petrol 184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2016
Porsche,Macan S,2016,50000,Petrol,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,0,Yes,36000,Porsche Macan S Petrol 340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Blue Automatic car 2016
Porsche,Panamera 4,2011,85000,Petrol,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,0,No,21500,Porsche Panamera 4 Petrol 300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Gray Automatic car 2011
Genesis,G70 3.3T Advanced,2019,48000,Petrol,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,29999,Genesis G70 3.3T Advanced Petrol 365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2019
Jeep,Wrangler Sport,2021,11756,Petrol,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Granite Crystal Metallic Clearcoat,Black,1,No,33400,"Jeep Wrangler Sport Petrol 2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin Interior color: Black exterior color: Granite Crystal Metallic Clearcoat Automatic car 2021"
Audi,Q5 2.0T Premium Plus,2018,50400,Petrol,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,28500,Audi Q5 2.0T Premium Plus Petrol 252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2018
BMW,335 i xDrive,2012,153600,Petrol,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,0,Yes,17500,BMW 335 i xDrive Petrol 300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Manual car 2012
Land,Rover Range Rover P530 SE,2023,1869,Petrol,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Eiger Grey,Deep Garnet,0,Yes,164725,Land Rover Range Rover P530 SE Petrol 4.4L V8 32V GDI DOHC Twin Turbo Interior color: Deep Garnet exterior color: Eiger Grey Automatic car 2023
Dodge,Durango SRT 392,2022,31917,Petrol,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,64683,Dodge Durango SRT 392 Petrol 475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2022
BMW,M3 Base,2016,56235,Petrol,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Orange,Orange,0,Yes,50500,BMW M3 Base Petrol 425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Orange exterior color: Orange Manual car 2016
Ford,Fiesta ST,2019,28724,Petrol,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,1,Yes,18300,Ford Fiesta ST Petrol 197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Manual car 2019
Lincoln,MKS Base,2015,124400,Petrol,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,1,Yes,9500,Lincoln MKS Base Petrol 305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2015
Chevrolet,Tahoe Premier,2020,137000,Petrol,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,46000,Chevrolet Tahoe Premier Petrol 355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2020
Ferrari,F430 Berlinetta,2005,38686,Petrol,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,0,Yes,99999,Ferrari F430 Berlinetta Petrol 483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: White Automatic car 2005
Ford,F-250 Platinum,2022,6600,Petrol,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,1,Yes,72900,Ford F-250 Platinum Petrol 430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2022
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,67200,Petrol,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,11500,Mercedes-Benz SLK-Class SLK280 Roadster Petrol 228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2007
Porsche,Macan,2021,16554,Petrol,2.0 Liter,Automatic,White,Beige,0,No,51698,Porsche Macan Petrol 2.0 Liter Interior color: Beige exterior color: White Automatic car 2021
BMW,X5 PHEV xDrive45e,2023,15736,Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Automatic,Blue,Brown,0,Yes,67900,BMW X5 PHEV xDrive45e Hybrid 389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas Interior color: Brown exterior color: Blue Automatic car 2023
Mercedes-Benz,E-Class E500,2005,153460,Petrol,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Gold,1,Yes,5800,Mercedes-Benz E-Class E500 Petrol 302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel Interior color: Gold exterior color: Gold Automatic car 2005
Acura,TL 3.7,2012,70000,Petrol,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,1,Yes,15051,Acura TL 3.7 Petrol 305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2012
Hyundai,Equus Signature,2011,143898,Petrol,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,0,Yes,9950,Hyundai Equus Signature Petrol 378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: Gray Automatic car 2011
Mercedes-Benz,SL-Class SL500 Roadster,2003,26190,Petrol,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,0,Yes,22000,Mercedes-Benz SL-Class SL500 Roadster Petrol 302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Gold Automatic car 2003
Toyota,Land Cruiser Base,2000,209193,Petrol,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,0,Yes,15900,Toyota Land Cruiser Base Petrol 230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Automatic car 2000
RAM,2500 Big Horn,2018,27839,Petrol,6.4L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,0,Yes,41688,RAM 2500 Big Horn Petrol 6.4L V8 16V MPFI OHV Interior color: Diesel Gray / Black exterior color: Granite Crystal Clearcoat Metallic Automatic car 2018
Chevrolet,Silverado 2500 WT,2018,141195,Petrol,6.0L V8 16V MPFI OHV Flexible Fuel,Automatic,Summit White,Dark Ash,0,No,28499,Chevrolet Silverado 2500 WT Petrol 6.0L V8 16V MPFI OHV Flexible Fuel Interior color: Dark Ash exterior color: Summit White Automatic car 2018
Porsche,Macan S,2022,20250,Petrol,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,68500,Porsche Macan S Petrol 375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2022
Jeep,Grand Cherokee L Limited,2022,18333,Petrol,3.6L V6 24V MPFI DOHC,Automatic,Velvet Red Pearlcoat,Global Black,0,No,41599,Jeep Grand Cherokee L Limited Petrol 3.6L V6 24V MPFI DOHC Interior color: Global Black exterior color: Velvet Red Pearlcoat Automatic car 2022
Mercedes-Benz,E-Class E 350,2014,35000,Petrol,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,0,Yes,29998,Mercedes-Benz E-Class E 350 Petrol 302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Red Automatic car 2014
Dodge,Magnum Base,2006,133255,Petrol,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,0,Yes,4000,Dodge Magnum Base Petrol 250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Silver Automatic car 2006
Porsche,Macan Turbo,2021,14526,Petrol,2.9 Liter Turbo,Automatic,Black,–,0,No,79998,Porsche Macan Turbo Petrol 2.9 Liter Turbo Interior color: – exterior color: Black Automatic car 2021
Mercedes-Benz,E-Class E 550,2014,43690,Petrol,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,23500,Mercedes-Benz E-Class E 550 Petrol 402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2014
Porsche,Macan S,2020,29136,Petrol,3.0 Liter Turbo,Automatic,White,Red,0,No,58598,Porsche Macan S Petrol 3.0 Liter Turbo Interior color: Red exterior color: White Automatic car 2020
Cadillac,XT5 Luxury,2017,72060,Petrol,3.6L V6 24V GDI DOHC,Automatic,Stellar Black Metallic,Shara Beige,0,No,24590,Cadillac XT5 Luxury Petrol 3.6L V6 24V GDI DOHC Interior color: Shara Beige exterior color: Stellar Black Metallic Automatic car 2017
Toyota,Tundra Platinum,2023,8800,Petrol,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,68500,Toyota Tundra Platinum Petrol 389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2023
Nissan,Versa 1.6 SL,2015,85768,Petrol,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Unknown,White,Black,1,Yes,8250,Nissan Versa 1.6 SL Petrol 109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Unknown car 2015
Mercedes-Benz,AMG GT 53 Base,2022,2235,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Red,0,Yes,110000,Mercedes-Benz AMG GT 53 Base Hybrid 429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid Interior color: Red exterior color: Gray Automatic car 2022
Buick,Enclave Avenir,2019,121521,Petrol,3.6L V6 24V GDI DOHC,Automatic,Dark Slate Metallic,Ebony / Ebony Accents,0,Yes,26772,Buick Enclave Avenir Petrol 3.6L V6 24V GDI DOHC Interior color: Ebony / Ebony Accents exterior color: Dark Slate Metallic Automatic car 2019
Porsche,911 GT3,2015,23700,Petrol,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,144940,Porsche 911 GT3 Petrol 475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2015
BMW,328 i,2013,124000,Petrol,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,11900,BMW 328 i Petrol 230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2013
Acura,ILX Premium Package,2018,32260,Petrol,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,20999,Acura ILX Premium Package Petrol 201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2018
Lexus,GX 460 Base,2015,92000,Petrol,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,28000,Lexus GX 460 Base Petrol 301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2015
Toyota,Land Cruiser Base,2010,269885,Petrol,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,1,Yes,22500,Toyota Land Cruiser Base Petrol 381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Automatic car 2010
Chevrolet,Corvette Base,2008,51855,Petrol,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Red,0,Yes,35900,Chevrolet Corvette Base Petrol 430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Red Automatic car 2008
Mazda,Mazda6 i Touring,2015,124000,Petrol,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,White,Beige,1,Yes,12900,Mazda Mazda6 i Touring Petrol 184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Manual car 2015
Jaguar,F-TYPE R,2015,26000,Petrol,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Red,0,Yes,52500,Jaguar F-TYPE R Petrol 550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Blue Automatic car 2015
Audi,A3 2.0T Premium,2018,36500,Petrol,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Silver,1,Yes,25500,Audi A3 2.0T Premium Petrol 220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Silver exterior color: Gray Automatic car 2018
Chevrolet,Camaro 2SS,2022,1400,Petrol,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,54900,Chevrolet Camaro 2SS Petrol 455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2022
Jeep,Wrangler Unlimited Sport S,2018,17000,Petrol,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,38500,Jeep Wrangler Unlimited Sport S Petrol 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2018
Honda,Civic Sport,2021,42750,Petrol,1.5L I4 16V GDI DOHC Turbo,Automatic,Black,Black,0,Yes,25698,Honda Civic Sport Petrol 1.5L I4 16V GDI DOHC Turbo Interior color: Black exterior color: Black Automatic car 2021
Porsche,Cayman Base,2011,67998,Petrol,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Beige,0,Yes,30000,Porsche Cayman Base Petrol 265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Manual car 2011
Ford,Mustang GT,2008,64500,Petrol,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Red,1,Yes,16000,Ford Mustang GT Petrol 300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Black Manual car 2008
Toyota,FJ Cruiser Base,2007,102000,Petrol,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,0,Yes,24900,Toyota FJ Cruiser Base Petrol 239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Manual car 2007
Land,Rover Discovery SE,2004,145000,Petrol,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,0,Yes,15500,Land Rover Discovery SE Petrol 217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Green Automatic car 2004
Porsche,718 Boxster S,2018,50000,Petrol,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,1,Yes,55000,Porsche 718 Boxster S Petrol 350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2018
Chevrolet,Corvette Base,2004,37622,Petrol,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,0,Yes,25500,Chevrolet Corvette Base Petrol 350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Blue Automatic car 2004
Toyota,Avalon Limited,2006,89987,Petrol,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,0,Yes,9499,Toyota Avalon Limited Petrol 268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Green Automatic car 2006
INFINITI,QX80 Base,2015,136390,Petrol,5.6L V8 32V GDI DOHC,Automatic,Black Obsidian,Black,0,Yes,20470,INFINITI QX80 Base Petrol 5.6L V8 32V GDI DOHC Interior color: Black exterior color: Black Obsidian Automatic car 2015
Cadillac,DeVille Base,1994,90000,Unknown,–,Automatic,Green,Beige,1,Yes,2990,Cadillac DeVille Base Unknown – Interior color: Beige exterior color: Green Automatic car 1994
Chevrolet,Camaro 2SS,2015,27000,Petrol,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,0,Yes,33000,Chevrolet Camaro 2SS Petrol 426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Automatic car 2015
Jeep,Liberty Renegade,2004,144770,Petrol,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,1,Yes,6500,Jeep Liberty Renegade Petrol 210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Beige Automatic car 2004
